W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP,yearID,CyYoung
8,8,26,26,0,0,0,458,163,88,29,42,90,0.269,5.19,4,2,5,0,662,0,94,6,3,0,2006,0
8,11,40,19,0,0,0,458,130,43,6,33,72,0.23,2.53,8,6,2,0,604,7,51,0,0,0,1989,0
9,7,33,19,2,1,2,458,147,68,13,41,94,0.25,4.01,2,8,1,5,630,4,69,0,0,0,1980,0
5,13,29,29,0,0,0,458,184,88,13,53,101,0.3,5.19,0,1,6,0,680,0,92,1,7,0,2013,0
9,14,29,29,3,0,0,458,187,74,16,37,52,0.3,4.36,7,0,4,1,663,0,89,0,0,0,1974,0
10,4,22,22,8,2,0,458,138,39,6,27,51,0.24,2.3,3,1,4,0,608,0,44,0,0,0,1981,0
8,13,41,20,1,0,0,458,138,61,17,73,89,0.24,3.6,13,1,3,1,647,6,74,0,0,0,1982,0
4,15,34,20,4,1,0,458,198,85,17,42,67,0.32,5.01,7,3,1,0,676,5,96,0,0,0,1987,0
8,8,29,27,2,1,0,458,146,73,20,50,106,0.253,4.3,2,5,14,0,651,0,81,7,3,0,2007,0
10,9,24,24,0,0,0,457,161,58,17,23,91,0.266,3.43,3,0,1,0,636,0,62,3,4,0,2012,0
11,7,24,24,1,1,0,457,156,49,11,44,77,0.26,2.89,2,4,2,1,646,0,51,0,0,0,1981,0
11,11,26,26,0,0,0,457,168,75,23,24,67,0.281,4.43,0,3,10,0,638,0,76,1,5,0,2012,0
9,11,28,27,1,0,0,457,172,76,18,43,79,0.26,4.49,3,3,3,1,657,0,91,0,0,0,1996,0
8,10,30,21,4,0,0,457,145,51,15,47,60,0.25,3.01,10,8,5,0,635,2,63,0,0,0,1969,0
8,11,29,28,1,1,0,457,182,97,20,83,103,0.305,5.73,1,6,1,0,699,0,113,11,7,0,2003,0
9,7,34,23,2,1,3,457,141,51,12,44,87,0.24,3.01,6,0,2,1,635,5,57,0,0,0,1967,0
12,8,27,27,0,0,0,457,123,59,23,70,166,0.22,3.49,2,5,4,0,641,0,61,4,5,0,2008,0
5,13,37,22,0,0,2,457,180,99,29,43,108,0.297,5.85,3,5,4,0,665,5,99,7,4,0,2015,0
11,7,24,21,5,1,0,457,156,64,11,42,71,0.26,3.78,3,1,0,0,637,1,73,0,0,0,1976,0
8,11,28,28,0,0,0,457,169,83,17,64,111,0.28,4.9,4,5,7,0,687,0,94,0,0,0,1987,0
10,7,23,23,3,1,0,457,155,65,15,34,92,0.261,3.84,6,4,1,0,634,0,66,2,3,0,2010,0
10,8,27,27,0,0,0,457,132,67,16,57,124,0.233,3.96,0,7,7,0,640,0,74,4,5,0,2013,0
7,9,50,18,2,0,1,457,167,72,12,59,81,0.28,4.25,8,2,1,1,661,11,77,0,0,0,1973,0
7,9,22,22,3,1,0,456,165,53,10,33,107,0.278,3.14,1,6,3,0,641,0,53,6,5,0,2009,0
12,9,25,25,3,1,0,456,154,58,11,38,90,0.26,3.43,2,1,6,1,630,0,63,0,0,0,1993,0
11,10,28,27,0,0,0,456,188,87,14,35,91,0.311,5.15,2,1,4,0,656,0,90,6,6,0,2007,0
10,14,30,26,3,0,0,456,125,67,8,116,137,0.21,3.97,4,6,15,1,705,1,78,0,0,0,1971,0
7,5,44,15,3,0,6,456,126,51,10,64,121,0.23,3.02,7,9,4,1,627,14,55,0,0,0,1973,0
11,6,26,25,1,0,0,456,149,78,22,57,104,0.25,4.62,7,4,0,5,648,0,81,0,0,0,1987,0
10,9,22,22,4,0,0,456,151,62,18,39,83,0.25,3.67,6,2,3,3,639,0,65,0,0,0,1993,0
13,6,23,23,2,1,0,456,142,50,14,44,90,0.249,2.96,5,4,4,2,627,0,52,6,3,0,2011,0
8,9,32,25,0,0,0,456,145,67,7,54,93,0.25,3.97,2,9,9,1,641,3,74,0,0,0,1990,0
9,7,32,18,6,1,3,456,123,55,11,69,102,0.22,3.26,2,8,9,1,641,5,61,0,0,0,1972,0
7,8,45,18,3,0,2,456,178,94,13,98,117,0.29,5.57,6,15,7,2,727,7,108,0,0,0,1970,0
14,7,26,26,0,0,0,456,152,57,8,29,139,0.257,3.38,2,2,3,0,631,0,60,6,2,12,2014,0
6,9,25,25,0,0,0,456,159,73,13,55,93,0.276,4.32,5,3,6,0,648,0,78,6,4,0,2007,0
8,3,24,24,1,0,0,455,127,68,15,55,122,0.21,4.04,4,5,4,2,628,0,71,0,0,0,1994,0
6,7,33,24,0,0,0,455,144,80,24,46,130,0.251,4.75,1,3,16,1,649,3,90,6,8,0,2001,0
11,7,27,27,2,0,0,455,163,77,8,71,94,0.27,4.57,2,6,2,3,673,0,82,0,0,0,1980,0
11,9,27,27,0,0,0,454,133,73,13,91,132,0.24,4.34,4,2,12,0,668,0,78,0,0,0,1997,0
11,4,44,21,2,0,0,454,144,74,30,59,92,0.25,4.4,5,5,1,1,638,6,75,0,0,0,1987,0
6,8,28,25,0,0,0,454,161,89,22,56,74,0.28,5.29,2,4,10,2,651,2,103,1,9,0,2008,0
6,9,38,20,0,0,0,454,144,75,17,88,79,0.25,4.46,8,4,5,6,672,4,88,0,0,0,1977,0
10,9,32,27,2,0,0,454,199,90,18,41,42,0.32,5.35,1,2,3,1,678,2,102,0,0,0,1979,0
7,8,26,20,5,0,0,454,173,59,13,41,65,0.29,3.51,1,0,3,0,640,3,65,0,0,0,1975,0
7,9,30,22,1,0,0,454,197,97,18,57,80,0.319,5.77,5,3,8,0,695,3,102,8,5,0,2001,0
7,5,42,14,0,0,0,454,152,80,16,66,76,0.26,4.76,2,9,8,1,662,10,88,0,0,0,1979,0
9,10,32,23,2,0,0,454,165,76,13,69,56,0.27,4.52,1,6,2,3,674,4,95,0,0,0,1985,0
9,10,25,25,3,1,0,454,192,96,18,38,87,0.309,5.71,3,1,4,0,670,0,102,1,6,0,2002,0
9,7,25,25,0,0,0,454,126,57,21,50,123,0.222,3.39,2,3,8,0,630,0,60,1,3,0,2008,0
9,4,22,22,1,0,0,454,134,69,16,58,109,0.22,4.1,5,7,3,1,632,0,74,0,0,0,1994,0
12,9,32,24,0,0,0,454,168,80,22,45,117,0.281,4.76,0,6,3,0,651,3,81,3,2,0,2000,0
11,10,25,25,1,1,0,454,166,80,23,48,94,0.283,4.76,6,3,5,0,653,0,89,8,5,0,2001,0
8,9,37,24,0,0,0,454,165,82,21,52,119,0.278,4.88,2,7,13,0,674,6,94,3,12,0,2001,0
6,10,25,23,5,4,0,453,117,47,11,48,111,0.21,2.8,3,2,1,0,606,0,55,0,0,0,1972,0
9,8,24,24,1,1,0,453,165,65,21,23,101,0.275,3.87,1,0,2,0,633,0,68,4,3,0,2007,0
4,12,32,26,0,0,1,453,149,77,18,75,138,0.26,4.59,0,1,6,0,663,3,83,2,6,0,2013,0
6,13,32,24,1,0,1,453,164,82,24,38,113,0.281,4.89,8,3,13,0,643,3,87,3,5,0,2013,0
12,4,25,25,2,2,0,453,135,55,10,40,70,0.23,3.28,0,2,6,3,623,0,59,0,0,0,1990,0
12,4,26,26,0,0,0,453,183,74,25,39,74,0.301,4.41,0,2,3,1,661,0,81,7,4,0,2008,0
6,12,27,25,3,1,0,453,152,72,10,67,89,0.26,4.29,4,1,2,1,660,2,77,0,0,0,1978,0
7,13,25,23,6,2,0,453,158,71,14,62,84,0.26,4.23,6,2,1,4,666,1,86,0,0,0,1977,0
8,7,41,13,3,1,3,453,176,67,10,43,44,0.29,3.99,5,2,3,1,651,13,74,0,0,0,1977,0
11,4,49,7,0,0,5,453,143,53,20,41,83,0.25,3.16,11,2,2,0,624,26,57,0,0,0,1977,0
9,4,43,20,1,1,2,453,154,54,9,51,64,0.26,3.22,4,4,9,0,648,6,63,0,0,0,1970,0
12,6,71,4,0,0,7,452,149,59,9,78,90,0.26,3.52,18,6,7,0,674,37,70,0,0,0,1969,0
9,8,24,24,0,0,0,452,141,56,13,49,115,0.23,3.35,3,3,4,1,641,0,73,0,0,0,1995,0
8,9,23,23,3,0,0,452,182,66,9,24,60,0.3,3.94,1,3,4,1,644,0,70,0,0,0,1981,0
9,5,24,24,1,0,0,452,147,54,17,34,85,0.24,3.23,1,3,3,0,612,0,60,0,0,0,1996,0
8,13,29,21,6,1,0,452,174,75,10,47,71,0.29,4.48,5,0,1,0,654,5,81,0,0,0,1975,0
10,10,32,27,1,0,0,452,188,104,16,54,118,0.306,6.21,2,6,3,0,684,4,112,5,7,0,2001,0
7,6,39,18,0,0,0,452,137,73,29,44,127,0.241,4.36,0,2,3,1,624,3,77,4,4,4,2014,0
4,11,36,21,2,1,2,452,136,71,9,58,95,0.23,4.24,9,7,6,0,640,6,74,0,0,0,1972,0
6,11,25,24,2,1,0,452,166,77,7,44,59,0.27,4.6,4,2,3,2,656,0,83,0,0,0,1991,0
8,11,25,25,1,1,0,452,141,67,11,69,101,0.24,4,4,9,5,0,662,0,82,0,0,0,1992,0
10,8,35,22,2,1,1,452,141,67,19,50,97,0.24,4,3,4,4,1,645,6,78,0,0,0,1987,0
13,5,20,20,9,2,0,452,136,50,13,28,75,0.24,2.99,1,3,1,1,595,0,52,0,0,0,1978,0
7,12,31,27,1,0,0,451,179,92,28,41,79,0,5.51,1,2,4,0,667,1,100,0,0,0,1999,0
6,9,25,20,4,1,0,451,163,77,18,48,55,0.27,4.61,2,5,6,0,657,1,85,0,0,0,1980,0
13,5,30,28,1,1,0,451,179,93,22,44,129,0.297,5.57,0,7,11,0,664,0,103,0,6,0,2015,0
10,10,45,18,1,0,6,451,143,53,3,65,78,0.25,3.17,4,1,7,5,647,16,62,0,0,0,1989,0
9,10,26,26,1,0,0,451,169,76,15,45,89,0.28,4.55,5,5,4,2,656,0,84,0,0,0,1993,0
17,4,27,27,1,1,0,451,119,55,14,76,143,0.216,3.29,1,17,4,1,642,0,58,5,6,0,2013,0
7,11,30,23,2,0,0,451,167,73,15,67,71,0.28,4.37,5,6,2,0,661,2,77,0,0,0,1982,0
5,12,30,24,3,0,0,451,153,75,14,67,83,0.26,4.49,3,8,2,1,658,4,86,0,0,0,1973,0
6,12,43,17,2,1,0,451,139,59,10,54,76,0.24,3.53,6,6,2,1,631,9,67,0,0,0,1976,0
10,9,26,26,2,0,0,451,164,73,16,31,94,0.27,4.37,4,2,2,0,643,0,81,0,0,0,1987,0
16,1,20,20,7,3,0,451,123,45,9,39,155,0.22,2.69,0,3,1,2,602,0,53,0,0,0,1984,0
16,1,20,20,7,3,0,451,123,45,9,39,155,0.22,2.69,0,3,1,2,602,0,53,0,0,0,1984,0
9,8,24,24,4,1,0,450,177,73,16,48,106,0,4.38,1,9,3,1,663,0,81,0,0,0,1999,0
17,14,59,0,0,0,13,450,127,44,10,62,134,0.23,2.64,19,7,3,0,633,52,51,0,0,0,1974,0
9,4,23,22,4,2,0,450,105,40,10,49,111,0.19,2.4,1,3,3,1,595,0,48,0,0,0,1968,0
7,10,30,23,0,0,0,450,179,88,26,49,88,0.298,5.28,2,1,7,0,662,4,95,4,2,0,2002,0
12,8,24,24,1,1,0,450,152,69,14,65,93,0.25,4.14,7,5,9,1,665,0,80,0,0,0,1995,0
5,12,29,25,0,0,0,450,170,85,20,54,132,0.286,5.1,2,10,8,0,669,0,93,10,3,0,2007,0
7,8,49,11,3,1,6,450,134,41,9,48,84,0.23,2.46,15,4,2,0,617,21,46,0,0,0,1967,0
9,15,28,28,0,0,0,450,158,99,25,79,93,0.271,5.94,2,6,12,0,682,0,103,3,6,0,2010,0
4,14,30,22,2,0,0,450,178,86,15,55,57,0.3,5.16,5,6,0,2,664,3,98,0,0,0,1980,0
5,8,46,18,0,0,3,450,138,54,8,43,85,0.25,3.24,14,6,1,2,614,14,59,0,0,0,1980,0
11,8,31,26,0,0,0,450,166,76,20,36,82,0.279,4.56,1,3,4,0,650,0,79,7,8,0,2008,0
7,14,28,26,0,0,0,450,174,96,26,58,126,0.288,5.76,3,7,8,0,675,1,103,3,2,0,2007,0
10,6,47,14,2,2,3,450,117,44,10,48,88,0.21,2.64,3,2,5,0,611,12,49,0,0,0,1982,0
9,7,24,24,0,0,0,450,126,54,19,31,166,0.225,3.24,2,6,3,0,603,0,60,5,3,0,2015,0
9,8,24,24,3,2,0,450,162,67,17,46,109,0.276,4.02,2,0,5,1,644,0,68,3,3,0,2013,0
9,8,26,23,2,1,0,450,170,76,17,34,99,0.26,4.56,3,3,6,2,643,1,84,0,0,0,1996,0
6,10,23,22,4,0,0,450,160,68,11,52,76,0.27,4.08,4,2,1,3,640,1,72,0,0,0,1981,0
8,8,26,26,3,1,0,449,165,75,9,62,60,0.28,4.51,0,6,5,1,664,0,85,0,0,0,1977,0
14,4,24,23,2,1,0,449,137,59,9,57,84,0.24,3.55,1,1,4,0,620,0,61,0,0,0,1981,0
8,13,24,24,4,1,0,449,150,85,16,52,105,0.26,5.11,3,6,2,0,633,0,92,0,0,0,1983,0
10,9,25,25,0,0,0,449,148,59,11,45,128,0.257,3.55,2,5,5,0,634,0,66,6,3,0,2012,0
12,5,56,15,1,0,1,449,119,38,7,54,140,0.21,2.29,0,5,0,0,616,10,50,0,0,0,1993,0
5,15,32,23,1,0,0,449,170,88,17,61,104,0.28,5.29,3,2,1,0,669,4,94,0,0,0,1970,0
10,9,32,23,1,0,0,449,148,74,14,77,73,0.26,4.45,7,10,1,0,655,2,78,0,0,0,1990,0
8,10,34,25,3,2,0,449,121,48,12,41,88,0.21,2.89,1,3,5,0,614,3,57,0,0,0,1972,0
8,12,26,26,1,0,0,449,198,104,19,71,59,0.32,6.25,3,6,11,2,698,0,113,0,0,0,1997,0
8,7,36,18,1,1,1,448,156,65,19,79,82,0,3.92,1,6,4,0,668,2,76,0,0,0,1999,0
9,5,29,17,4,1,0,448,137,62,15,65,102,0.24,3.74,0,9,3,0,644,2,67,0,0,0,1986,0
10,8,26,25,1,1,0,448,151,79,19,67,97,0.263,4.76,1,5,4,2,653,0,82,7,1,0,2005,0
9,8,27,25,2,0,0,448,168,90,35,37,95,0.28,5.42,0,2,3,2,642,1,96,0,0,0,1987,0
5,15,49,20,0,0,0,448,152,87,21,86,81,0.26,5.24,6,7,3,3,683,5,98,0,0,0,1989,0
4,10,30,14,3,0,0,448,161,66,14,33,50,0.28,3.98,7,1,3,1,624,9,75,0,0,0,1980,0
9,12,31,25,0,0,0,448,113,42,12,53,113,0.209,2.53,2,5,5,0,606,1,52,3,4,7,2014,0
7,12,25,25,1,1,0,448,150,84,14,80,136,0,5.06,6,6,5,1,661,0,89,0,0,0,1998,0
10,7,37,17,3,2,2,448,133,56,7,46,104,0.24,3.38,1,6,3,0,616,9,61,0,0,0,1971,0
11,7,39,16,4,3,7,448,157,69,11,44,75,0.26,4.16,10,1,1,0,637,19,79,0,0,0,1983,0
7,9,30,23,4,1,0,448,150,75,14,59,57,0.25,4.52,2,5,1,0,649,3,81,0,0,0,1980,0
8,7,32,22,3,0,1,448,176,74,11,41,75,0.29,4.46,3,6,4,5,654,2,83,0,0,0,1990,0
6,12,42,20,2,0,0,448,144,62,16,55,66,0.25,3.74,6,3,2,0,631,7,73,0,0,0,1979,0
11,5,26,26,1,1,0,448,163,76,23,47,104,0,4.58,2,1,1,0,637,0,77,0,0,0,1999,0
9,5,32,18,3,2,0,448,177,65,14,47,41,0.3,3.92,3,5,1,0,645,6,75,0,0,0,1978,0
12,9,25,25,5,2,0,448,156,68,17,28,73,0.26,4.1,3,1,3,0,623,0,78,0,0,0,1983,0
9,10,26,25,2,0,0,448,161,77,15,36,86,0.27,4.64,1,2,2,2,632,0,83,0,0,0,1990,0
11,8,25,25,1,1,0,448,159,77,20,40,86,0.269,4.64,1,5,4,0,640,0,81,2,4,0,2004,0
7,10,30,28,1,0,0,448,179,95,26,54,78,0.26,5.73,5,3,7,1,672,0,101,0,0,0,1996,0
9,7,21,21,10,2,0,447,165,69,14,35,41,0.28,4.17,0,7,0,0,627,0,74,0,0,0,1976,0
5,7,23,23,0,0,0,447,158,79,23,38,87,0.26,4.77,3,1,2,0,631,0,81,0,0,0,1994,0
11,5,21,21,5,3,0,447,99,28,2,68,140,0.18,1.69,1,16,1,2,605,0,34,0,0,0,1981,0
6,8,23,23,3,1,0,447,142,71,18,47,108,0.24,4.29,4,4,4,0,625,0,77,0,0,0,1994,0
5,14,55,13,3,1,10,447,146,62,8,53,86,0.26,3.74,10,10,2,0,632,27,77,0,0,0,1973,0
9,7,26,26,1,0,0,447,137,69,17,65,134,0.247,4.17,3,6,3,2,635,0,73,4,8,0,2015,0
11,7,30,20,0,0,0,447,155,67,16,42,92,0.27,4.05,2,2,5,1,634,3,72,6,6,0,2000,0
8,6,36,18,1,0,2,447,119,58,17,64,106,0.22,3.5,2,5,3,0,620,12,61,0,0,0,1988,0
7,10,24,24,3,1,0,447,170,88,24,44,93,0.288,5.32,4,8,5,0,656,0,95,12,4,0,2004,0
10,7,29,19,4,1,0,447,156,69,9,49,58,0.26,4.17,3,4,4,0,647,1,78,0,0,0,1979,0
5,8,27,27,0,0,0,447,180,77,9,41,80,0.303,4.65,3,6,10,0,662,0,88,6,10,0,2007,0
5,13,29,24,2,0,0,447,190,96,25,38,65,0.3,5.8,1,4,4,0,666,2,112,0,0,0,1995,0
6,13,32,25,2,1,0,447,178,89,14,62,79,0.29,5.38,7,3,1,2,678,1,99,0,0,0,1990,0
9,13,31,21,3,2,1,447,169,65,12,24,56,0.28,3.93,4,0,4,1,625,3,81,0,0,0,1982,0
4,9,34,23,0,0,0,447,137,59,17,72,137,0.243,3.56,2,2,15,0,656,4,69,3,3,0,2013,0
5,12,26,26,1,0,0,447,157,89,15,71,109,0.23,5.38,11,3,10,3,677,0,102,0,0,0,1996,0
6,14,26,25,0,0,0,446,176,93,23,57,104,0.294,5.63,3,7,2,0,666,1,102,7,2,0,2015,0
6,11,31,27,0,0,0,446,149,77,10,83,83,0.26,4.66,3,7,2,5,667,0,87,0,0,0,1986,0
8,6,31,21,1,0,0,446,134,54,11,63,69,0.24,3.27,3,4,2,2,621,1,59,0,0,0,1984,0
8,10,33,25,0,0,0,446,176,91,23,49,81,0,5.51,4,4,3,0,660,2,97,0,0,0,1998,0
8,9,30,25,1,0,1,446,162,72,15,58,104,0.27,4.36,9,6,2,0,659,1,84,0,0,0,1992,0
7,7,26,25,0,0,1,446,180,85,22,35,81,0.301,5.15,0,1,2,0,645,1,89,7,3,0,2008,0
8,10,31,24,1,0,2,446,142,59,14,43,69,0.25,3.57,6,2,3,2,619,5,65,0,0,0,1989,0
13,7,24,22,6,1,0,445,137,51,12,48,66,0.24,3.09,6,5,0,0,614,0,55,0,0,0,1988,0
7,10,26,26,1,0,0,445,183,74,19,54,76,0.305,4.49,5,5,4,0,670,0,91,7,5,0,2011,0
8,5,51,7,1,0,14,445,124,50,7,60,83,0.22,3.03,4,8,5,0,622,28,58,0,0,0,1973,0
7,10,26,26,2,0,0,445,144,64,10,51,78,0.25,3.88,3,3,1,2,629,0,73,0,0,0,1985,0
8,8,30,24,0,0,0,445,186,98,29,44,84,0.31,5.95,1,4,9,0,664,4,101,5,6,0,2015,0
13,10,25,25,1,0,0,445,151,69,18,45,81,0.26,4.19,4,0,3,1,627,0,75,0,0,0,1983,0
14,4,20,20,6,0,0,445,131,42,9,36,85,0.23,2.55,0,6,2,0,599,0,48,0,0,0,1988,0
12,5,22,22,7,2,0,445,158,48,5,37,57,0.27,2.91,1,2,6,0,627,0,60,0,0,0,1990,0
5,6,44,13,0,0,1,445,138,47,12,38,111,0.247,2.85,6,4,5,0,609,5,56,3,4,0,2003,0
6,10,29,24,1,0,1,445,162,72,22,63,60,0.28,4.37,1,8,2,0,645,3,82,0,0,0,1985,0
8,9,24,24,1,0,0,445,175,72,20,26,74,0.28,4.37,2,1,1,1,623,0,80,0,0,0,1994,0
7,13,26,25,1,0,0,445,174,79,19,20,60,0,4.79,1,5,6,0,635,0,82,0,0,0,1998,0
7,9,45,19,1,0,2,444,137,60,13,48,79,0.25,3.65,5,5,2,0,608,9,65,0,0,0,1970,0
7,7,53,8,3,1,8,444,143,57,13,59,123,0.25,3.47,5,12,5,0,633,35,64,0,0,0,1977,0
9,10,25,24,0,0,0,444,162,61,21,32,72,0.282,3.71,3,2,4,1,623,0,88,2,10,0,2003,0
9,10,26,26,2,1,0,444,130,78,11,104,157,0.241,4.74,1,17,5,1,662,0,82,5,8,0,2006,0
9,7,30,18,0,0,1,444,136,63,10,78,56,0.24,3.83,6,7,4,0,637,4,69,0,0,0,1970,0
9,8,25,24,1,0,0,444,157,88,24,43,49,0.27,5.35,0,4,3,0,638,0,94,4,7,0,2004,0
5,12,40,22,0,0,0,444,156,80,17,71,115,0.275,4.86,8,11,14,1,667,3,82,8,7,0,2005,0
8,10,39,21,1,0,1,444,142,57,13,55,103,0,3.47,4,4,3,1,630,7,63,0,0,0,1998,0
14,6,21,21,4,0,0,444,147,62,10,43,100,0.258,3.77,2,6,4,0,622,0,65,2,3,0,2003,0
9,11,30,25,5,2,0,444,153,66,15,70,95,0.26,4.01,4,5,0,0,652,2,78,0,0,0,1974,0
12,3,27,20,2,0,1,444,157,46,16,31,77,0.27,2.8,3,0,0,1,621,5,53,0,0,0,1973,0
9,5,27,24,0,0,0,443,109,61,23,64,128,0.206,3.72,4,2,5,0,608,0,64,8,3,0,2007,0
7,7,33,14,1,0,1,443,158,58,14,37,78,0.27,3.53,4,2,2,1,622,11,64,0,0,0,1982,0
12,8,28,27,1,1,1,443,145,82,14,89,76,0.259,5,2,12,2,0,662,1,85,4,7,0,2004,0
7,7,39,12,4,1,0,443,135,51,14,43,97,0.24,3.11,7,5,2,0,608,7,53,0,0,0,1972,0
9,6,24,24,0,0,0,443,153,75,13,82,105,0.25,4.57,6,10,9,0,664,0,84,0,0,0,1994,0
11,10,28,24,1,0,1,443,157,69,17,36,40,0.27,4.21,4,1,3,0,629,2,80,0,0,0,1982,0
6,11,27,22,4,0,1,443,137,68,10,41,79,0.24,4.14,0,6,2,0,610,1,71,0,0,0,1981,0
10,6,26,25,1,0,0,443,155,77,19,49,74,0.26,4.69,3,3,3,0,646,1,89,0,0,0,1977,0
9,9,22,22,6,3,0,443,122,57,15,59,161,0.22,3.47,5,7,5,3,612,0,61,0,0,0,1972,0
9,6,24,24,1,0,0,443,127,75,16,60,110,0.23,4.57,0,8,4,2,616,0,79,0,0,0,1984,0
10,8,26,23,5,4,0,443,140,62,16,71,63,0.25,3.78,9,5,1,2,631,0,67,0,0,0,1971,0
5,11,28,26,0,0,0,443,165,89,21,82,73,0,5.42,0,8,9,0,688,1,101,0,0,0,1999,0
6,12,27,25,1,0,0,442,173,75,12,36,44,0.29,4.58,10,1,0,3,642,1,85,0,0,0,1977,0
11,5,26,24,0,0,0,442,153,63,15,33,136,0.271,3.85,0,1,5,0,608,1,67,4,2,0,2013,0
9,8,30,25,0,0,0,442,184,92,18,46,96,0,5.62,1,4,3,0,656,1,95,0,0,0,1999,0
11,5,40,16,1,0,1,442,170,70,10,43,85,0.296,4.28,7,4,3,0,640,6,73,12,7,0,2000,0
12,11,25,25,2,0,0,442,165,93,20,76,124,0.27,5.68,1,13,3,1,671,0,102,0,0,0,1994,0
7,10,28,26,0,0,0,442,149,69,13,55,79,0.26,4.21,6,6,3,0,627,1,75,0,0,0,1992,0
6,7,42,18,1,0,0,442,127,50,12,55,67,0.23,3.05,12,4,6,5,620,5,55,0,0,0,1989,0
6,13,33,21,4,2,1,442,151,70,18,57,82,0.26,4.28,11,2,3,0,636,7,76,0,0,0,1969,0
6,12,21,21,4,0,0,441,149,63,14,51,100,0.26,3.86,5,3,11,4,636,0,72,0,0,0,1988,0
7,13,37,22,1,0,3,441,185,84,13,60,63,0.32,5.14,3,1,2,2,670,10,100,0,0,0,1982,0
9,10,42,18,2,2,0,441,135,62,4,80,85,0.25,3.8,5,2,3,0,631,3,70,0,0,0,1985,0
12,5,43,20,1,0,0,441,131,54,15,64,141,0.241,3.31,3,5,3,0,623,6,56,9,3,0,2007,0
7,14,33,26,1,0,0,441,155,83,13,66,91,0.26,5.08,15,6,0,3,655,3,100,0,0,0,1989,0
7,8,25,25,0,0,0,441,146,77,21,93,126,0,4.71,2,8,6,0,666,0,77,0,0,0,1999,0
9,7,27,27,0,0,0,441,129,63,16,101,140,0.238,3.86,4,10,6,2,656,0,72,6,2,0,2003,0
7,5,27,26,0,0,0,441,132,60,19,56,145,0.239,3.67,1,15,5,0,621,0,62,3,4,0,2015,0
7,10,26,26,3,1,0,441,188,95,24,43,103,0.313,5.82,6,2,10,1,663,0,101,3,7,0,2003,0
7,9,27,24,4,0,0,441,158,66,13,54,72,0.27,4.04,6,7,3,0,645,1,84,0,0,0,1973,0
9,12,27,27,0,0,0,441,146,77,22,74,103,0.26,4.71,9,1,8,0,654,0,79,7,3,0,2005,0
8,12,31,26,0,0,0,441,169,93,19,70,69,0.29,5.69,3,10,6,0,666,2,105,0,0,0,1997,0
10,5,27,27,0,0,0,441,170,74,14,47,41,0.297,4.53,2,0,1,0,632,0,77,9,2,0,2003,0
9,11,28,26,0,0,0,441,172,87,21,50,96,0.294,5.33,7,8,6,0,658,0,90,8,9,0,2001,0
9,8,24,24,0,0,0,440,176,87,22,52,89,0.298,5.34,4,0,2,0,661,0,94,10,7,0,2006,0
4,15,23,23,0,0,0,440,165,87,27,51,71,0,5.34,2,5,3,0,634,0,91,0,0,0,1998,0
8,10,26,25,0,0,0,440,143,65,13,65,102,0.261,3.99,2,17,6,0,636,1,70,9,9,0,2013,0
8,9,39,18,4,0,1,440,151,56,13,65,67,0.26,3.44,6,7,2,0,645,8,70,0,0,0,1975,0
12,8,26,25,0,0,0,440,152,59,16,45,96,0.268,3.62,5,4,3,0,626,1,63,4,7,0,2011,0
16,7,71,0,0,0,15,440,152,51,11,47,87,0.27,3.13,8,10,5,0,629,54,57,0,0,0,1977,0
10,6,29,21,1,1,0,440,151,78,22,42,101,0.24,4.79,3,2,5,0,620,2,82,0,0,0,1996,0
5,10,62,3,0,0,8,440,136,50,7,58,56,0.25,3.07,9,2,3,1,618,31,67,0,0,0,1980,0
6,13,24,24,1,1,0,440,155,61,12,49,75,0.27,3.74,3,1,2,1,633,0,74,0,0,0,1991,0
12,7,23,22,5,0,0,440,162,84,10,54,80,0.28,5.15,4,6,3,1,648,0,94,0,0,0,1981,0
9,10,26,24,2,1,0,440,153,69,10,56,71,0.26,4.23,3,1,1,2,638,2,76,0,0,0,1977,0
7,11,29,27,0,0,0,440,140,66,17,52,85,0,4.05,4,4,7,1,627,1,84,0,0,0,1999,0
6,9,23,23,0,0,0,440,135,64,19,36,75,0.242,3.93,1,0,9,2,608,0,65,2,2,0,2002,0
7,13,27,27,3,2,0,440,190,101,23,35,80,0.315,6.2,5,3,8,1,657,0,105,4,7,0,2007,0
7,5,24,24,0,0,0,439,122,65,12,65,150,0.226,4,5,10,2,0,618,0,70,5,7,0,2007,0
5,8,29,18,3,0,0,439,146,78,11,94,96,0.26,4.8,9,10,9,1,669,3,87,0,0,0,1979,0
9,8,45,14,0,0,1,439,137,62,14,49,80,0.24,3.81,11,3,2,0,616,9,72,0,0,0,1982,0
12,4,25,22,1,1,0,439,120,39,10,30,63,0.22,2.4,4,0,2,0,575,0,48,0,0,0,1990,0
7,7,30,22,2,0,0,439,149,72,17,49,102,0.26,4.43,3,5,7,0,639,3,86,0,0,0,1969,0
8,10,33,22,1,1,1,439,157,75,13,57,66,0.27,4.61,4,0,5,4,645,3,78,0,0,0,1988,0
10,7,26,25,1,0,0,439,141,75,27,66,118,0.25,4.61,4,3,2,0,637,0,79,0,0,0,1997,0
12,7,27,26,4,0,0,439,166,78,16,61,103,0.28,4.8,1,1,7,0,664,1,90,0,0,0,1977,0
