W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP,yearID,CyYoung
7,9,32,24,0,0,0,478,211,106,16,47,93,0.32,5.99,2,2,11,0,735,3,113,9,9,0,2003,0
15,6,28,28,0,0,0,478,136,56,15,48,197,0.23,3.16,1,5,4,0,653,0,62,6,4,0,2012,0
8,11,35,25,1,0,0,477,170,91,27,68,85,0.27,5.15,8,2,3,2,699,2,100,0,0,0,1986,0
13,6,37,24,1,0,0,477,176,94,18,60,108,0,5.32,2,5,10,1,712,3,103,0,0,0,1998,0
12,6,24,23,6,2,0,477,150,48,8,33,91,0.24,2.72,1,6,2,0,647,0,50,0,0,0,1971,0
8,15,29,29,0,0,0,477,212,101,25,51,96,0.321,5.72,2,4,4,3,730,0,115,9,6,0,2010,0
9,8,27,27,0,0,0,477,151,71,11,77,109,0.253,4.02,7,10,5,2,693,0,78,5,9,0,2001,0
10,9,27,26,1,1,0,477,155,57,25,51,111,0.255,3.23,1,4,8,1,671,0,61,0,3,12,2014,0
12,6,38,25,0,0,1,477,149,73,27,49,122,0.248,4.13,1,1,5,0,660,6,76,3,3,0,2007,0
7,10,29,23,2,1,0,477,146,67,24,53,80,0.24,3.79,2,1,5,1,653,1,76,0,0,0,1997,0
10,12,26,26,3,0,0,477,186,95,24,47,79,0.29,5.38,2,1,4,1,702,0,108,0,0,0,1986,0
6,12,27,27,1,0,0,477,203,95,22,38,115,0.316,5.38,1,5,5,0,695,0,96,4,5,16,2014,0
9,10,35,23,6,3,1,477,156,56,10,56,76,0.25,3.17,10,6,1,0,677,5,75,0,0,0,1975,0
9,13,29,29,1,1,0,477,169,92,29,59,107,0.278,5.21,3,8,3,0,682,0,100,8,3,0,2009,0
7,12,26,26,1,1,0,477,163,82,24,33,90,0.264,4.64,3,2,12,0,669,0,84,5,2,0,2015,0
13,12,88,2,0,0,16,477,127,33,8,33,74,0.22,1.87,12,3,3,0,626,46,39,0,0,0,1968,0
11,8,26,25,4,1,0,476,149,65,11,64,69,0.25,3.69,3,2,4,2,678,1,80,0,0,0,1977,0
5,10,26,26,1,0,0,476,147,70,12,68,84,0.24,3.97,5,11,7,1,687,0,85,0,0,0,1988,0
11,9,23,23,6,3,0,476,132,46,6,29,104,0.23,2.61,3,0,1,1,624,0,51,0,0,0,1981,0
8,7,39,25,1,0,0,476,158,69,18,38,107,0.262,3.91,2,2,1,0,655,3,74,9,5,0,2008,0
9,8,42,20,1,1,1,476,155,65,20,52,120,0.26,3.69,1,3,9,2,665,5,71,0,0,0,1997,0
10,10,27,27,0,0,0,476,134,63,10,56,162,0.23,3.57,0,2,3,0,653,0,66,7,4,9,2014,0
9,10,36,22,0,0,0,476,160,77,20,49,87,0.26,4.37,5,3,4,1,669,2,83,0,0,0,1987,0
7,12,34,27,2,1,0,476,166,99,29,71,126,0.26,5.62,5,5,2,0,698,1,104,0,0,0,1969,0
11,10,24,24,1,1,0,476,169,68,18,37,112,0.26,3.86,3,4,4,2,672,0,80,0,0,0,1994,0
11,8,26,23,5,1,0,476,169,70,11,59,59,0.27,3.97,0,4,3,1,686,1,79,0,0,0,1976,0
4,15,30,24,1,0,0,476,184,95,18,63,82,0.29,5.39,2,8,3,3,708,1,103,0,0,0,1988,0
10,8,30,30,2,2,0,476,201,86,19,43,89,0.3,4.88,0,1,2,0,705,0,100,0,0,0,1985,0
14,4,22,22,7,1,0,475,137,63,14,69,116,0.23,3.58,1,4,1,0,667,0,67,0,0,0,1977,0
12,3,45,18,0,0,0,475,127,54,17,47,169,0.216,3.07,1,6,3,2,644,7,56,2,4,0,2003,0
9,11,30,28,2,0,0,475,177,81,11,45,93,0.28,4.6,3,10,13,0,696,0,90,0,0,0,1971,0
8,12,27,25,3,0,0,475,170,84,17,65,90,0.27,4.77,4,3,1,1,686,0,91,0,0,0,1983,0
7,6,35,28,1,1,0,475,138,64,17,91,72,0.23,3.64,2,10,2,0,685,1,73,0,0,0,1969,0
8,15,32,27,4,2,0,475,139,73,11,81,78,0.24,4.15,8,4,5,0,677,3,81,0,0,0,1968,0
9,9,30,30,1,1,0,475,207,97,24,40,76,0.317,5.51,3,4,0,0,703,0,111,1,8,0,2003,0
8,8,32,28,1,1,0,475,134,65,15,66,136,0.23,3.69,2,4,1,1,656,0,68,0,0,0,1997,0
6,12,43,21,3,1,1,475,147,59,11,69,91,0.24,3.35,7,5,1,2,679,6,67,0,0,0,1971,0
6,12,37,25,0,0,0,475,198,80,16,42,95,0.313,4.55,9,1,5,0,696,4,82,13,4,0,2005,0
4,16,28,22,8,1,0,475,136,66,13,73,108,0.22,3.75,3,5,1,1,679,2,80,0,0,0,1969,0
10,10,47,16,1,1,10,475,147,60,12,84,89,0.25,3.41,9,4,4,0,689,17,72,0,0,0,1977,0
9,12,32,28,1,1,0,475,191,98,23,83,102,0,5.57,1,4,8,2,732,2,108,0,0,0,1999,0
9,14,45,14,1,0,1,474,129,68,16,87,167,0.22,3.87,6,5,4,0,684,11,76,0,0,0,1991,0
10,7,35,19,2,0,3,474,163,58,13,60,59,0.27,3.3,11,6,7,0,668,11,74,0,0,0,1979,0
11,6,27,27,1,1,0,474,175,73,19,47,78,0.284,4.16,2,2,2,0,675,0,76,3,6,0,2009,0
5,7,32,25,1,0,0,474,156,67,29,50,96,0.25,3.82,2,4,2,5,669,1,79,0,0,0,1992,0
11,11,30,26,0,0,0,474,160,74,22,51,133,0.261,4.22,0,1,2,0,673,2,79,1,5,12,2014,0
6,12,40,23,1,0,1,474,187,105,21,69,71,0.26,5.98,5,9,6,0,710,4,112,0,0,0,1996,0
10,9,29,29,0,0,0,474,162,71,19,47,162,0.262,4.04,1,5,3,1,672,0,76,2,1,0,2013,0
9,12,29,29,0,0,0,474,154,88,14,75,157,0.257,5.01,1,7,7,0,695,0,90,9,5,0,2008,0
11,4,25,25,4,1,0,473,157,72,15,50,76,0.26,4.11,5,6,5,2,666,0,77,0,0,0,1977,0
10,11,38,18,2,1,1,473,138,61,13,36,73,0.23,3.48,4,7,2,1,634,9,71,0,0,0,1984,0
5,12,39,27,0,0,0,473,188,104,30,45,117,0.292,5.94,8,3,5,1,704,3,108,3,7,0,2004,0
9,5,37,19,2,1,1,473,110,55,19,71,129,0.19,3.14,3,3,6,1,650,7,58,0,0,0,1983,0
5,11,39,19,2,0,3,473,147,73,21,59,96,0.24,4.17,7,9,7,0,683,11,86,0,0,0,1967,0
5,12,28,26,2,1,0,473,156,94,20,82,74,0.26,5.37,3,2,2,1,692,1,101,0,0,0,1990,0
6,12,28,26,4,0,0,473,167,81,12,57,78,0.27,4.62,9,4,1,0,675,1,91,0,0,0,1976,0
7,10,28,27,2,0,0,473,180,72,11,57,67,0.29,4.11,3,4,1,0,694,0,84,0,0,0,1990,0
9,9,31,31,0,0,0,473,168,90,17,64,119,0.268,5.14,7,6,5,2,703,0,97,6,1,0,2013,0
14,9,26,26,1,0,0,473,169,79,24,33,147,0.273,4.51,1,5,2,0,665,0,82,5,5,0,2010,0
9,11,39,22,5,0,1,473,166,70,11,48,102,0.27,4,9,3,2,3,671,10,74,0,0,0,1985,0
11,7,23,23,7,1,0,473,166,62,13,50,73,0.27,3.54,4,1,1,1,673,0,67,0,0,0,1986,0
9,5,49,13,3,0,1,473,153,81,16,64,97,0.25,4.62,4,5,3,0,680,14,82,0,0,0,1979,0
11,9,31,31,0,0,0,473,130,96,18,143,174,0.22,5.48,2,22,3,3,741,0,104,0,0,0,1986,0
10,7,26,25,4,0,0,473,173,80,18,41,78,0.28,4.57,8,2,1,0,667,0,84,0,0,0,1990,0
7,12,26,25,4,0,0,472,170,61,10,46,110,0.27,3.49,6,5,3,0,689,0,82,0,0,0,1977,0
5,9,27,27,2,0,0,472,138,65,9,69,157,0.23,3.72,0,9,12,0,675,0,75,0,0,0,1992,0
9,6,32,31,0,0,0,472,167,83,21,76,133,0.274,4.75,2,5,12,2,709,0,94,6,5,0,2009,0
7,10,37,23,1,0,1,472,163,79,16,58,109,0.26,4.52,9,9,2,1,684,5,89,0,0,0,1980,0
9,7,25,23,1,0,1,472,162,63,11,43,124,0.25,3.6,2,4,2,1,665,2,64,0,0,0,1994,0
7,9,22,22,3,2,0,472,142,49,3,34,115,0.23,2.8,4,4,4,0,640,0,54,0,0,0,1981,0
10,10,28,28,1,0,0,472,187,92,17,43,67,0.3,5.26,4,1,3,3,676,0,100,0,0,0,1993,0
14,7,24,24,5,1,0,472,151,71,14,54,94,0.24,4.06,2,3,2,1,655,0,75,0,0,0,1994,0
6,12,26,26,0,0,0,472,143,65,9,57,126,0.247,3.72,2,8,19,0,666,0,76,7,5,22,2014,0
11,11,27,26,0,0,0,472,178,77,14,44,138,0.284,4.4,4,3,5,0,694,0,88,16,2,0,2011,0
7,11,29,29,1,0,0,472,192,93,14,67,137,0.26,5.32,2,2,8,0,722,0,110,0,0,0,1996,0
10,10,31,26,0,0,0,472,155,93,32,65,121,0.257,5.32,4,8,7,0,683,4,96,2,7,0,2010,0
10,8,25,24,2,1,0,471,162,57,18,34,57,0.25,3.27,7,2,0,0,645,0,67,0,0,0,1994,0
8,4,38,18,1,1,3,471,152,60,10,47,80,0.25,3.44,5,1,4,0,661,9,67,0,0,0,1991,0
13,7,25,24,6,2,1,471,150,59,18,23,121,0.24,3.38,2,2,2,12,640,1,69,0,0,0,1988,0
7,15,30,26,0,0,1,471,164,73,18,48,136,0.268,4.18,2,3,2,0,672,3,78,4,6,0,2015,0
14,6,69,0,0,0,10,471,105,30,8,45,166,0.19,1.72,14,2,7,1,612,38,32,0,0,0,1986,0
9,12,38,20,7,3,3,471,141,58,10,68,118,0.23,3.32,7,7,5,1,671,7,69,0,0,0,1975,0
12,6,28,28,0,0,0,471,171,81,23,45,89,0.279,4.64,5,4,3,0,671,0,85,5,4,0,2010,0
6,10,54,12,5,0,6,471,168,60,8,41,55,0.27,3.44,9,5,5,1,659,28,67,0,0,0,1978,0
12,7,31,24,0,0,0,471,136,54,14,68,133,0.236,3.1,6,3,4,1,659,1,63,11,0,0,2006,0
6,12,25,25,1,0,0,471,162,71,20,45,74,0.27,4.07,2,2,9,0,668,0,79,0,0,0,1997,0
10,10,25,25,1,1,0,471,152,87,29,49,138,0.252,4.99,1,5,1,3,660,0,89,5,2,0,2015,0
5,12,29,25,0,0,0,471,191,98,29,38,87,0.297,5.62,5,4,3,2,692,3,109,4,4,0,2005,0
10,5,25,25,1,1,0,470,114,44,5,41,167,0.203,2.53,2,8,3,0,614,0,46,5,3,9,2014,0
9,9,26,26,1,1,0,470,137,66,16,54,152,0.235,3.79,3,5,6,0,654,0,72,9,3,0,2004,0
10,10,28,28,0,0,0,470,137,57,19,77,100,0.23,3.27,3,5,0,1,663,0,65,0,0,0,1986,0
9,8,50,14,3,2,8,470,125,51,12,51,71,0.22,2.93,0,3,4,2,631,17,53,0,0,0,1984,0
10,6,47,17,0,0,0,470,185,85,20,35,74,0.296,4.88,0,2,2,0,671,8,89,1,7,0,2000,0
8,12,27,27,2,1,0,470,156,77,11,87,98,0.26,4.42,7,10,3,4,693,0,83,0,0,0,1993,0
10,6,24,23,5,1,0,470,139,46,14,49,108,0.23,2.64,1,1,6,1,651,0,52,0,0,0,1981,0
6,12,28,27,2,0,0,470,155,73,21,55,134,0.26,4.19,1,11,1,2,661,1,77,0,0,0,1990,0
9,5,22,22,6,5,0,470,128,38,5,38,75,0.22,2.18,1,0,4,0,617,0,41,0,0,0,1981,0
9,9,54,20,1,0,1,470,198,89,24,41,78,0.308,5.11,7,3,4,0,702,14,96,10,5,0,2000,0
6,9,45,20,5,3,3,470,142,57,9,42,54,0.24,3.27,6,0,0,4,643,11,59,0,0,0,1979,0
10,13,38,26,2,0,0,470,196,99,24,36,46,0.31,5.69,2,3,2,1,686,5,102,0,0,0,1989,0
10,9,22,22,3,0,0,470,142,58,19,25,141,0.237,3.33,1,7,2,0,633,0,66,6,2,0,2005,0
11,8,25,25,0,0,0,469,155,78,18,36,132,0.261,4.49,0,2,5,0,646,0,78,5,6,0,2012,0
7,10,24,24,5,0,0,469,160,68,8,44,123,0.26,3.91,4,5,10,1,660,0,74,0,0,0,1983,0
9,11,29,27,1,1,0,469,171,70,9,54,70,0.28,4.03,6,2,7,4,668,0,81,0,0,0,1984,0
6,8,30,24,1,0,0,469,163,68,19,62,113,0.27,3.91,1,9,0,0,671,3,75,0,0,0,1972,0
6,11,25,25,2,0,0,469,131,68,18,69,97,0.228,3.91,1,3,12,2,668,0,71,3,9,0,2003,0
6,15,28,28,0,0,0,469,157,93,21,83,134,0.265,5.35,5,3,2,2,698,0,103,12,8,0,2011,0
9,6,29,27,3,1,0,469,166,73,7,75,83,0.27,4.2,3,8,5,1,701,1,88,0,0,0,1977,0
7,12,32,25,0,0,1,469,153,67,15,57,105,0.26,3.86,6,8,6,1,669,3,73,10,7,0,2009,0
12,9,28,26,1,0,0,469,160,72,25,39,126,0.258,4.14,2,1,2,0,667,0,83,0,6,0,2013,0
13,2,30,15,5,2,3,469,138,55,19,67,90,0.23,3.17,2,3,3,1,659,7,60,0,0,0,1973,0
9,8,29,29,4,1,0,469,128,66,14,100,88,0.22,3.8,1,14,8,0,688,0,77,0,0,0,1970,0
11,8,26,26,1,0,0,469,162,72,23,50,69,0.27,4.14,3,3,4,6,651,0,77,0,0,0,1988,0
10,9,25,25,4,0,0,468,147,66,10,49,124,0.24,3.81,4,4,6,1,654,0,74,0,0,0,1969,0
8,9,27,26,1,1,0,468,146,69,20,42,93,0.22,3.98,2,6,2,0,646,0,77,0,0,0,1996,0
7,12,30,25,4,2,0,468,165,72,15,29,112,0.26,4.15,1,1,2,1,652,4,77,0,0,0,1986,0
6,11,35,24,0,0,0,468,174,83,23,32,81,0.284,4.79,3,2,1,5,659,1,86,6,8,0,2002,0
9,5,24,24,3,1,0,468,123,40,8,47,104,0.22,2.31,0,5,10,1,631,0,51,10,4,0,2011,0
12,8,28,27,3,1,0,468,130,66,16,67,134,0.22,3.81,8,2,8,0,665,0,75,0,0,0,1987,0
9,7,64,11,1,0,3,468,150,61,13,49,102,0.25,3.52,7,2,4,2,653,21,68,0,0,0,1991,0
14,8,26,26,1,0,0,468,155,68,12,87,87,0.265,3.92,2,5,5,0,694,0,76,14,4,0,2007,0
6,10,31,26,1,1,0,468,203,98,23,41,59,0.318,5.65,1,4,3,0,690,1,109,5,3,0,2005,0
11,6,31,23,4,0,0,468,163,77,17,51,81,0.26,4.44,0,3,1,0,665,4,78,0,0,0,1982,0
13,8,27,27,4,0,0,468,159,63,9,52,61,0.26,3.63,2,3,1,0,667,0,77,0,0,0,1983,0
11,7,24,24,4,1,0,468,181,80,13,39,91,0.27,4.62,0,1,4,0,672,0,86,0,0,0,1994,0
7,14,32,27,4,2,0,468,145,59,18,72,90,0.25,3.4,11,0,5,1,669,2,67,0,0,0,1972,0
6,13,26,26,0,0,0,468,133,74,25,54,119,0.232,4.27,3,2,8,1,649,0,80,9,4,0,2012,0
6,10,34,21,0,0,0,468,167,90,16,64,79,0.282,5.19,4,6,10,0,676,2,95,5,4,0,2006,0
10,6,23,22,7,0,0,467,144,57,12,43,67,0.24,3.3,0,1,0,0,639,1,66,0,0,0,1979,0
12,6,48,14,2,0,1,467,125,62,11,77,143,0.22,3.58,5,17,1,0,651,18,65,0,0,0,1993,0
12,9,33,26,1,1,1,467,154,82,19,63,134,0.258,4.74,0,15,5,1,673,3,86,4,4,11,2014,0
6,14,30,27,1,1,0,467,181,97,17,74,101,0.29,5.61,13,4,4,7,701,2,111,0,0,0,1987,0
7,11,34,28,1,1,0,467,170,86,16,59,89,0.28,4.97,12,1,2,3,681,3,93,0,0,0,1993,0
11,9,31,30,0,0,0,467,194,95,23,57,68,0.304,5.49,2,4,14,1,722,1,103,8,4,0,2008,0
10,7,26,26,1,0,0,467,153,65,18,47,83,0.25,3.76,4,4,7,0,657,0,73,0,0,0,1993,0
13,6,30,28,0,0,0,467,172,77,21,29,116,0.279,4.45,0,3,4,0,662,0,80,2,11,0,2010,0
12,10,24,24,4,1,0,467,190,92,19,22,79,0.28,5.32,1,1,3,0,667,0,97,0,0,0,1994,0
10,5,33,25,3,0,2,467,154,61,9,63,94,0.26,3.53,0,6,1,2,666,2,63,0,0,0,1976,0
12,7,28,26,7,1,1,466,139,66,23,56,72,0.23,3.82,1,2,4,4,647,2,70,0,0,0,1986,0
11,7,24,24,0,0,0,466,136,75,15,87,126,0.22,4.35,3,12,3,1,675,0,79,0,0,0,1994,0
7,15,29,28,8,1,0,466,191,91,22,44,67,0.3,5.27,5,1,2,0,689,0,99,0,0,0,1978,0
14,5,49,14,4,2,6,466,139,42,8,40,94,0.23,2.43,8,8,5,2,642,14,45,0,0,0,1967,0
7,12,36,25,2,2,0,466,165,96,17,74,87,0.27,5.56,5,7,12,0,697,4,106,0,0,0,1997,0
8,10,30,30,0,0,0,466,187,110,29,80,114,0,6.37,4,2,3,1,722,0,116,0,0,0,1998,0
11,6,52,11,1,0,4,466,94,44,11,66,184,0.17,2.55,4,3,2,0,619,13,46,0,0,0,1970,0
10,5,25,25,2,1,0,466,125,43,10,45,113,0.22,2.49,2,3,0,3,618,0,52,0,0,0,1985,0
11,9,27,25,1,0,0,466,184,76,29,16,94,0.293,4.4,0,1,2,0,651,1,76,1,3,0,2015,0
6,11,49,12,5,3,3,466,142,43,13,43,101,0.24,2.49,6,5,5,3,636,17,51,0,0,0,1983,0
9,8,45,19,1,1,4,465,172,73,18,59,109,0.28,4.24,11,7,6,1,678,14,80,0,0,0,1970,0
4,14,30,29,0,0,0,465,192,119,25,82,120,0.306,6.91,3,11,9,0,733,0,124,6,8,0,2000,0
6,9,24,24,6,2,0,465,159,59,12,46,107,0.26,3.43,3,4,7,0,655,0,74,0,0,0,1980,0
7,6,23,23,1,0,0,465,137,66,11,63,145,0.22,3.83,7,11,4,1,653,0,68,0,0,0,1994,0
12,8,25,25,1,0,0,465,152,65,18,50,97,0.258,3.77,2,2,7,0,654,0,71,3,5,0,2011,0
8,12,27,27,0,0,0,465,179,96,18,61,129,0.295,5.57,8,5,8,1,689,0,103,8,5,0,2006,0
11,8,34,18,6,2,4,465,165,67,10,59,76,0.27,3.89,5,1,5,0,677,12,77,0,0,0,1979,0
13,7,27,27,0,0,0,464,169,73,20,22,88,0.28,4.25,2,0,1,1,636,0,79,0,0,0,1990,0
7,8,33,23,1,0,0,464,163,88,25,47,93,0.267,5.12,1,15,8,1,677,6,110,4,8,0,2011,0
6,10,38,23,0,0,0,464,177,75,23,45,70,0.29,4.36,4,3,0,2,661,5,86,0,0,0,1985,0
16,5,23,23,2,1,0,464,145,57,12,44,85,0.23,3.32,7,3,6,0,647,0,61,0,0,0,1994,0
5,6,36,19,1,0,0,464,166,77,13,77,73,0.27,4.48,5,10,1,0,689,4,82,0,0,0,1978,0
11,7,35,16,6,2,0,464,137,62,19,57,100,0.23,3.61,1,5,3,0,641,7,63,0,0,0,1987,0
11,6,27,27,1,0,0,464,171,87,25,49,85,0.281,5.06,3,2,5,1,676,0,90,7,6,0,2000,0
11,9,26,26,2,1,0,464,179,84,17,40,97,0.288,4.89,3,2,5,0,679,0,92,5,8,0,2006,0
5,12,37,15,3,0,0,464,164,67,10,59,87,0.28,3.9,6,4,6,0,664,12,75,0,0,0,1973,0
11,9,25,25,0,0,0,464,117,47,13,41,157,0.208,2.73,1,6,6,0,619,0,53,6,4,8,2014,0
8,12,29,29,1,0,0,464,187,94,21,51,91,0.298,5.47,12,4,4,0,694,0,101,9,3,0,2009,0
6,15,29,24,1,1,1,464,191,101,22,50,94,0,5.88,0,1,4,0,686,2,104,0,0,0,1998,0
9,8,26,26,3,1,0,464,154,86,20,52,113,0,5,4,2,4,0,667,0,98,0,0,0,1999,0
7,7,22,22,2,0,0,463,122,42,11,29,94,0.21,2.45,2,0,4,0,612,0,53,0,0,0,1984,0
5,13,24,24,4,3,0,463,165,67,14,29,53,0.27,3.91,5,1,0,0,638,0,71,0,0,0,1980,0
8,7,22,22,9,3,0,463,150,67,7,46,127,0.24,3.91,0,5,1,0,660,0,72,0,0,0,1981,0
11,11,28,28,0,0,0,463,162,79,12,62,97,0.276,4.61,3,7,1,0,666,0,93,8,7,0,2011,0
12,9,56,16,1,1,2,463,131,47,10,70,117,0.23,2.74,4,9,4,1,650,13,53,0,0,0,1990,0
11,9,45,13,5,2,4,463,150,64,9,49,54,0.25,3.73,2,5,5,0,657,16,73,0,0,0,1980,0
10,10,31,24,0,0,0,463,137,58,17,28,100,0.237,3.38,2,1,5,1,621,3,61,9,2,0,2011,0
11,8,26,21,8,3,0,463,161,64,8,50,106,0.27,3.73,6,6,0,0,652,2,69,0,0,0,1972,0
14,3,27,27,0,0,0,463,175,72,10,49,121,0.285,4.2,0,8,3,0,673,0,72,3,3,0,2015,0
9,13,31,21,3,1,0,463,153,60,13,38,70,0.26,3.5,5,2,6,0,644,6,63,0,0,0,1968,0
10,7,30,20,2,0,1,463,163,70,17,59,72,0.27,4.08,7,2,3,0,659,4,73,0,0,0,1993,0
11,10,25,25,4,0,0,463,152,93,27,89,62,0.24,5.42,8,10,3,0,679,0,97,0,0,0,1994,0
2,15,33,23,2,0,0,463,149,73,17,60,87,0.25,4.26,6,1,1,0,652,1,76,0,0,0,1972,0
8,10,31,26,1,0,0,463,150,75,24,59,76,0.25,4.37,6,2,2,5,656,1,79,0,0,0,1987,0
12,6,29,25,7,1,0,463,147,67,20,47,62,0.24,3.91,2,2,6,0,650,1,76,0,0,0,1980,0
11,8,24,24,0,0,0,463,139,56,17,37,117,0.237,3.27,0,2,7,0,634,0,58,1,3,0,2013,0
6,8,27,27,1,0,0,463,172,63,14,37,59,0.28,3.67,10,1,0,2,651,0,69,0,0,0,1980,0
9,8,23,23,8,2,0,462,160,73,9,35,79,0.26,4.27,2,0,3,0,649,0,82,0,0,0,1981,0
13,10,26,26,0,0,0,462,173,94,22,53,98,0.281,5.49,2,4,3,1,678,0,103,3,3,0,2000,0
9,10,27,27,0,0,0,462,191,93,22,69,88,0.308,5.44,3,6,4,0,705,0,106,3,8,0,2000,0
5,11,31,29,0,0,0,462,179,80,7,43,83,0.29,4.68,4,2,3,2,675,1,96,0,0,0,1984,0
9,12,30,30,0,0,0,462,167,86,19,64,97,0.279,5.03,7,6,13,1,693,0,96,12,6,0,2006,0
7,12,26,26,0,0,0,462,161,81,15,50,98,0.268,4.73,4,12,4,2,668,0,94,3,10,0,2009,0
6,10,24,24,1,0,0,462,154,74,15,42,108,0.23,4.32,2,0,3,0,645,0,84,0,0,0,1996,0
4,7,40,17,2,1,0,462,139,63,13,56,100,0.24,3.68,4,2,2,1,641,6,68,0,0,0,1983,0
12,11,27,26,1,0,0,462,175,82,24,39,77,0.287,4.79,0,3,2,1,660,1,90,7,2,0,2011,0
9,12,25,25,2,0,0,462,166,62,16,49,96,0.27,3.62,2,5,0,0,657,0,70,0,0,0,1986,0
14,10,28,28,0,0,0,462,137,73,20,106,143,0.24,4.27,3,7,4,0,692,0,82,6,5,0,2002,0
11,11,28,28,1,0,0,462,189,103,23,65,104,0.305,6.02,0,8,6,2,696,0,109,1,5,0,2001,0
7,5,48,18,0,0,4,462,148,63,14,43,99,0.25,3.68,8,2,1,0,638,14,71,0,0,0,1987,0
11,12,31,28,0,0,0,462,169,85,18,57,115,0.278,4.97,5,2,7,1,684,2,95,6,7,0,2004,0
12,7,24,24,1,0,0,462,126,60,25,27,139,0.22,3.51,0,4,1,0,609,0,66,1,8,0,2015,0
8,14,26,26,1,1,0,462,152,72,18,64,88,0.26,4.21,5,2,6,7,661,0,82,0,0,0,1992,0
7,14,43,19,2,0,5,462,173,84,14,75,77,0.29,4.91,7,8,6,0,683,15,90,0,0,0,1983,0
6,10,31,22,0,0,0,461,184,88,20,52,123,0.297,5.15,3,7,5,0,682,2,96,2,3,0,2013,0
7,9,26,24,2,1,0,461,151,70,15,47,115,0.25,4.1,0,4,4,3,654,2,75,0,0,0,1997,0
6,17,36,22,0,0,0,461,174,100,20,88,89,0.289,5.86,5,8,6,0,707,8,111,6,5,0,2013,0
7,11,37,22,0,0,0,461,144,63,16,84,100,0.24,3.69,4,5,6,4,689,5,81,0,0,0,1991,0
9,6,25,25,0,0,0,461,137,80,13,74,133,0.24,4.69,1,4,8,0,664,0,84,3,8,0,2010,0
8,7,24,24,1,0,0,461,134,62,5,57,99,0.23,3.63,4,3,2,1,631,0,66,0,0,0,1991,0
9,10,27,27,0,0,0,461,151,84,18,77,158,0.256,4.92,3,5,6,2,683,0,94,6,4,0,2010,0
6,13,32,29,4,1,0,461,185,111,29,57,61,0.29,6.5,1,4,3,2,695,0,126,0,0,0,1987,0
10,12,29,27,0,0,0,461,188,92,9,74,67,0.308,5.39,7,7,15,2,714,1,100,13,2,0,2002,0
5,14,28,26,1,0,1,461,174,80,19,50,87,0.287,4.69,2,2,7,0,675,1,87,6,5,0,2008,0
9,7,26,26,3,0,0,461,166,72,18,55,61,0.27,4.22,5,6,0,2,666,0,74,0,0,0,1982,0
6,9,26,26,0,0,0,460,161,68,16,26,80,0.271,3.99,4,2,5,2,638,0,80,6,6,0,2008,0
8,12,25,25,6,1,0,460,167,75,15,42,41,0.27,4.4,2,2,6,2,654,0,83,0,0,0,1988,0
8,11,28,25,5,0,0,460,166,73,4,60,83,0.28,4.28,3,11,3,1,670,1,80,0,0,0,1978,0
12,4,39,17,0,0,0,460,142,56,19,53,104,0.25,3.29,3,8,0,0,631,5,59,0,0,0,1991,0
10,9,32,29,0,0,0,460,155,81,16,71,67,0.26,4.75,3,6,0,2,671,0,89,0,0,0,1985,0
8,10,44,18,1,1,2,460,157,80,15,91,94,0.271,4.7,1,18,7,0,690,11,92,5,7,0,2000,0
4,15,28,28,1,0,0,460,213,110,20,32,69,0.331,6.46,2,1,4,0,689,0,114,3,7,0,2008,0
5,10,32,23,1,1,0,460,191,82,20,47,87,0.31,4.81,4,10,0,0,671,1,91,0,0,0,1990,0
13,3,22,22,5,3,0,459,133,44,4,42,78,0.23,2.59,0,5,1,0,616,0,51,0,0,0,1974,0
5,8,26,26,0,0,0,459,151,71,16,60,143,0.259,4.18,4,6,11,0,663,0,76,1,8,7,2014,0
9,9,24,24,5,2,0,459,136,68,17,48,102,0.24,4,0,6,2,1,627,0,76,0,0,0,1990,0
7,7,23,22,5,0,0,459,149,70,9,54,102,0.24,4.12,2,9,5,0,652,0,77,0,0,0,1994,0
11,7,20,20,10,4,0,459,143,49,7,27,55,0.25,2.88,2,0,4,0,616,0,54,0,0,0,1981,0
10,11,26,26,0,0,0,459,169,75,17,47,105,0.28,4.41,3,3,10,0,670,0,82,8,2,0,2013,0
7,16,32,25,4,0,0,459,209,94,21,45,71,0.33,5.53,0,2,2,0,688,3,108,0,0,0,1983,0
10,9,33,26,1,1,0,459,180,76,21,39,96,0.29,4.47,2,3,2,0,659,3,86,0,0,0,1995,0
10,6,56,10,2,0,7,459,136,56,11,68,79,0.24,3.29,4,6,1,0,651,20,66,0,0,0,1982,0
7,12,27,27,4,1,0,458,189,105,18,65,103,0.3,6.19,2,14,3,1,702,0,116,0,0,0,1993,0
6,6,27,27,0,0,0,458,158,73,18,40,111,0.272,4.3,2,3,7,0,640,0,75,3,9,0,2015,0
8,11,30,22,4,1,0,458,138,66,22,59,111,0.23,3.89,4,5,2,0,649,3,69,0,0,0,1967,0
9,9,48,8,4,0,11,458,164,72,14,49,60,0.28,4.24,15,4,2,0,643,26,78,0,0,0,1973,0
7,9,27,26,3,3,0,458,129,58,13,61,135,0.23,3.42,5,2,9,4,642,1,62,0,0,0,1990,0
9,3,42,21,0,0,0,458,170,58,8,52,81,0.29,3.42,8,4,3,2,656,6,63,0,0,0,1982,0
